depth,MAE,MSE,MAPE
4,7882.682592641428,99818164.18470891,0.24187159241285935
9,4537.765995834118,45402931.52541954,0.1297204165026395
16,1507.89065425193,10888268.923744513,0.038100207400132806
25,819.7501829871413,7104101.823356119,0.02106954744584793
36,824.4006166982922,7227810.039611006,0.021097474471315308
49,826.9495572422518,7165267.849778621,0.021120706770503275
64,821.116935483871,7177553.169750158,0.02096091384193509
81,820.0544750158127,7230909.624525617,0.021131064670171656
