depth,MAE,MSE,MAPE
4,2915.681295166387,16965532.289793108,0.07442188137920784
9,1004.3038048323111,2812671.231943331,0.02532825716389538
16,420.127039916156,1193413.298038115,0.010807462438608946
25,315.7223759385227,1099323.176447008,0.008099809353724313
36,312.7012966476913,1094505.9454459203,0.00806446996328059
49,310.9871125869703,1031778.8098513599,0.00803000785004842
64,316.9475806451613,1116402.872944339,0.008175897976667214
81,310.05605629348514,1037968.4044117647,0.007978098125047245
