depth,MAE,MSE,MAPE
4,8377.781677669538,108766688.55813268,0.2582229942223549
9,5701.796992935384,64970397.94521291,0.16743154941394192
16,2056.507235843634,16163122.789997974,0.05205587035237915
25,820.3818818830529,6351948.690593552,0.02026656421092622
36,808.8001265022137,6658033.318785579,0.02021740495045372
49,812.3407653383935,6798950.685009488,0.020248609854138296
64,817.5777988614801,6827249.7938013915,0.02044083301401458
81,797.9936748893106,6443693.823055029,0.019880417343755757
